subjectR,conditionR,stimStyle,frequency,channelR,runR,fftValue
S2,ssvep-15Hz,ssvep,15,Fz,35,1.3976134894896
S2,ssvep-15Hz,ssvep,15,Fz,36,1.57655866054463
S2,ssvep-15Hz,ssvep,15,F4,1,1.81146420094087
S2,ssvep-15Hz,ssvep,15,F4,2,1.57656794883642
S2,ssvep-15Hz,ssvep,15,F4,3,1.07817593750496
S2,ssvep-15Hz,ssvep,15,F4,4,0.900187165490883
S2,ssvep-15Hz,ssvep,15,F4,5,1.58449241987339
S2,ssvep-15Hz,ssvep,15,F4,6,0.970656650936159
S2,ssvep-15Hz,ssvep,15,F4,7,1.18644435408852
S2,ssvep-15Hz,ssvep,15,F4,8,1.39795328074047
S2,ssvep-15Hz,ssvep,15,F4,9,1.146153501673
S2,ssvep-15Hz,ssvep,15,F4,10,1.185408653145
S2,ssvep-15Hz,ssvep,15,F4,11,0.924226931337232
S2,ssvep-15Hz,ssvep,15,F4,12,1.17379246775179
S2,ssvep-15Hz,ssvep,15,F4,13,1.50826391872025
S2,ssvep-15Hz,ssvep,15,F4,14,0.681980893721762
S2,ssvep-15Hz,ssvep,15,F4,15,1.08597598667944
S2,ssvep-15Hz,ssvep,15,F4,16,1.72095848338982
S2,ssvep-15Hz,ssvep,15,F4,17,1.05295781014703
S2,ssvep-15Hz,ssvep,15,F4,18,1.30838855877205
S2,ssvep-15Hz,ssvep,15,F4,19,1.2214910063122
S2,ssvep-15Hz,ssvep,15,F4,20,1.18627287910304
S2,ssvep-15Hz,ssvep,15,F4,21,0.808217192762689
S2,ssvep-15Hz,ssvep,15,F4,22,1.91654615594219
S2,ssvep-15Hz,ssvep,15,F4,23,0.884283309223477
S2,ssvep-15Hz,ssvep,15,F4,24,0.930165413514324
S2,ssvep-15Hz,ssvep,15,F4,25,1.54366359632754
S2,ssvep-15Hz,ssvep,15,F4,26,1.52903076385491
S2,ssvep-15Hz,ssvep,15,F4,27,0.991861397835164
S2,ssvep-15Hz,ssvep,15,F4,28,1.64559110601254
S2,ssvep-15Hz,ssvep,15,F4,29,1.21569592612161
S2,ssvep-15Hz,ssvep,15,F4,30,1.48383634522292
S2,ssvep-15Hz,ssvep,15,F4,31,1.15323835607836
S2,ssvep-15Hz,ssvep,15,F4,32,1.35202749878773
S2,ssvep-15Hz,ssvep,15,F4,33,1.43645072087827
S2,ssvep-15Hz,ssvep,15,F4,34,1.75116244101729
S2,ssvep-15Hz,ssvep,15,F4,35,1.40045383522806
S2,ssvep-15Hz,ssvep,15,F4,36,1.37498267182134
S2,ssvep-15Hz,ssvep,15,F8,1,1.08248500279284
S2,ssvep-15Hz,ssvep,15,F8,2,1.18259377874552
S2,ssvep-15Hz,ssvep,15,F8,3,0.861676996275139
S2,ssvep-15Hz,ssvep,15,F8,4,0.413627769970232
S2,ssvep-15Hz,ssvep,15,F8,5,1.13591578382182
S2,ssvep-15Hz,ssvep,15,F8,6,0.700158710042432
S2,ssvep-15Hz,ssvep,15,F8,7,0.875563128528541
S2,ssvep-15Hz,ssvep,15,F8,8,1.14662556735985
S2,ssvep-15Hz,ssvep,15,F8,9,0.716926003874091
S2,ssvep-15Hz,ssvep,15,F8,10,0.657195894345083
S2,ssvep-15Hz,ssvep,15,F8,11,0.673111637803791
S2,ssvep-15Hz,ssvep,15,F8,12,0.622032066162883
S2,ssvep-15Hz,ssvep,15,F8,13,0.721495166606009
S2,ssvep-15Hz,ssvep,15,F8,14,0.532986808330912
S2,ssvep-15Hz,ssvep,15,F8,15,0.688046585873454
S2,ssvep-15Hz,ssvep,15,F8,16,1.58274655927535
S2,ssvep-15Hz,ssvep,15,F8,17,1.1590229567329
S2,ssvep-15Hz,ssvep,15,F8,18,1.01477240144562
S2,ssvep-15Hz,ssvep,15,F8,19,0.929435421418598
S2,ssvep-15Hz,ssvep,15,F8,20,0.689815682854307
S2,ssvep-15Hz,ssvep,15,F8,21,0.559437880411699
S2,ssvep-15Hz,ssvep,15,F8,22,1.47937933397943
S2,ssvep-15Hz,ssvep,15,F8,23,0.574689089574724
S2,ssvep-15Hz,ssvep,15,F8,24,0.796455712542772
S2,ssvep-15Hz,ssvep,15,F8,25,1.00112149969057
S2,ssvep-15Hz,ssvep,15,F8,26,1.38886399350679
S2,ssvep-15Hz,ssvep,15,F8,27,0.562157859625972
S2,ssvep-15Hz,ssvep,15,F8,28,0.90702969897101
S2,ssvep-15Hz,ssvep,15,F8,29,0.906782071536099
S2,ssvep-15Hz,ssvep,15,F8,30,1.10332532536993
S2,ssvep-15Hz,ssvep,15,F8,31,0.492472771780598
S2,ssvep-15Hz,ssvep,15,F8,32,0.869204607620724
S2,ssvep-15Hz,ssvep,15,F8,33,1.045201248741
S2,ssvep-15Hz,ssvep,15,F8,34,1.30733386575799
S2,ssvep-15Hz,ssvep,15,F8,35,0.945881423280679
S2,ssvep-15Hz,ssvep,15,F8,36,0.996523945012962
S2,ssvep-15Hz,ssvep,15,FC5,1,0.977236601255564
S2,ssvep-15Hz,ssvep,15,FC5,2,0.830993259645029
S2,ssvep-15Hz,ssvep,15,FC5,3,0.376224824306918
S2,ssvep-15Hz,ssvep,15,FC5,4,0.780611068577077
S2,ssvep-15Hz,ssvep,15,FC5,5,0.863522624269785
S2,ssvep-15Hz,ssvep,15,FC5,6,0.795485852927338
S2,ssvep-15Hz,ssvep,15,FC5,7,0.798657794949277
S2,ssvep-15Hz,ssvep,15,FC5,8,1.11834423383739
S2,ssvep-15Hz,ssvep,15,FC5,9,0.699347879225817
S2,ssvep-15Hz,ssvep,15,FC5,10,0.923653448048303
S2,ssvep-15Hz,ssvep,15,FC5,11,1.03699343473648
S2,ssvep-15Hz,ssvep,15,FC5,12,1.19635596177091
S2,ssvep-15Hz,ssvep,15,FC5,13,1.46206917768702
S2,ssvep-15Hz,ssvep,15,FC5,14,0.987204352975999
S2,ssvep-15Hz,ssvep,15,FC5,15,0.840828367736543
S2,ssvep-15Hz,ssvep,15,FC5,16,0.760673540318145
S2,ssvep-15Hz,ssvep,15,FC5,17,0.492121142268365
S2,ssvep-15Hz,ssvep,15,FC5,18,0.839721810352219
S2,ssvep-15Hz,ssvep,15,FC5,19,1.03353110385541
S2,ssvep-15Hz,ssvep,15,FC5,20,1.24444424133388
S2,ssvep-15Hz,ssvep,15,FC5,21,0.43083571559671
S2,ssvep-15Hz,ssvep,15,FC5,22,0.918786281095875
S2,ssvep-15Hz,ssvep,15,FC5,23,0.226805170102232
S2,ssvep-15Hz,ssvep,15,FC5,24,0.488800325433961
S2,ssvep-15Hz,ssvep,15,FC5,25,0.930970671441486
S2,ssvep-15Hz,ssvep,15,FC5,26,1.42382345434848
S2,ssvep-15Hz,ssvep,15,FC5,27,1.11702753911702
S2,ssvep-15Hz,ssvep,15,FC5,28,1.34292616900388
S2,ssvep-15Hz,ssvep,15,FC5,29,0.809292403711618
S2,ssvep-15Hz,ssvep,15,FC5,30,0.50155879370291
S2,ssvep-15Hz,ssvep,15,FC5,31,1.06444899645404
S2,ssvep-15Hz,ssvep,15,FC5,32,0.834761197726849
S2,ssvep-15Hz,ssvep,15,FC5,33,0.96296676162055
S2,ssvep-15Hz,ssvep,15,FC5,34,1.47823415853813
S2,ssvep-15Hz,ssvep,15,FC5,35,0.969326121556232
S2,ssvep-15Hz,ssvep,15,FC5,36,0.729225357199051
S2,ssvep-15Hz,ssvep,15,FC1,1,1.65397661707486
S2,ssvep-15Hz,ssvep,15,FC1,2,1.68025881231431
S2,ssvep-15Hz,ssvep,15,FC1,3,1.01523033334913
S2,ssvep-15Hz,ssvep,15,FC1,4,1.14699952816899
S2,ssvep-15Hz,ssvep,15,FC1,5,1.45597478910827
S2,ssvep-15Hz,ssvep,15,FC1,6,1.22766270707509
S2,ssvep-15Hz,ssvep,15,FC1,7,1.3771556748611
S2,ssvep-15Hz,ssvep,15,FC1,8,1.6717346740741
S2,ssvep-15Hz,ssvep,15,FC1,9,1.20179749172808
S2,ssvep-15Hz,ssvep,15,FC1,10,1.53722799557968
S2,ssvep-15Hz,ssvep,15,FC1,11,1.39004084887677
S2,ssvep-15Hz,ssvep,15,FC1,12,1.69848356810982
S2,ssvep-15Hz,ssvep,15,FC1,13,1.94708830343479
S2,ssvep-15Hz,ssvep,15,FC1,14,1.16048910539657
S2,ssvep-15Hz,ssvep,15,FC1,15,1.27435240059607
S2,ssvep-15Hz,ssvep,15,FC1,16,1.64173790406148
S2,ssvep-15Hz,ssvep,15,FC1,17,0.967718919399219
S2,ssvep-15Hz,ssvep,15,FC1,18,1.61205991475483
S2,ssvep-15Hz,ssvep,15,FC1,19,1.47575137499825
S2,ssvep-15Hz,ssvep,15,FC1,20,1.6089768085482
S2,ssvep-15Hz,ssvep,15,FC1,21,0.746380710785638
S2,ssvep-15Hz,ssvep,15,FC1,22,1.77744611537977
S2,ssvep-15Hz,ssvep,15,FC1,23,0.667183406071617
S2,ssvep-15Hz,ssvep,15,FC1,24,0.863453866521593
S2,ssvep-15Hz,ssvep,15,FC1,25,1.42293806468941
S2,ssvep-15Hz,ssvep,15,FC1,26,2.03907302425744
S2,ssvep-15Hz,ssvep,15,FC1,27,1.45551745685694
S2,ssvep-15Hz,ssvep,15,FC1,28,2.18427690181426
S2,ssvep-15Hz,ssvep,15,FC1,29,1.29966315777099
S2,ssvep-15Hz,ssvep,15,FC1,30,1.42110320581148
S2,ssvep-15Hz,ssvep,15,FC1,31,1.66423157336751
S2,ssvep-15Hz,ssvep,15,FC1,32,1.38330854477567
S2,ssvep-15Hz,ssvep,15,FC1,33,1.53163528249531
S2,ssvep-15Hz,ssvep,15,FC1,34,2.16072047614491
S2,ssvep-15Hz,ssvep,15,FC1,35,1.4218276175168
S2,ssvep-15Hz,ssvep,15,FC1,36,1.47829188338624
S2,ssvep-15Hz,ssvep,15,FC2,1,1.77491452475659
S2,ssvep-15Hz,ssvep,15,FC2,2,1.90413444488963
S2,ssvep-15Hz,ssvep,15,FC2,3,1.26776886672681
S2,ssvep-15Hz,ssvep,15,FC2,4,1.1069420740718
S2,ssvep-15Hz,ssvep,15,FC2,5,1.73528252418909
S2,ssvep-15Hz,ssvep,15,FC2,6,1.18533081671988
S2,ssvep-15Hz,ssvep,15,FC2,7,1.38034424121884
S2,ssvep-15Hz,ssvep,15,FC2,8,1.59379962940116
S2,ssvep-15Hz,ssvep,15,FC2,9,1.28890075423521
S2,ssvep-15Hz,ssvep,15,FC2,10,1.48841896586694
S2,ssvep-15Hz,ssvep,15,FC2,11,1.21387468242674
S2,ssvep-15Hz,ssvep,15,FC2,12,1.50396437983659
S2,ssvep-15Hz,ssvep,15,FC2,13,1.72914670329241
S2,ssvep-15Hz,ssvep,15,FC2,14,0.974535695225664
S2,ssvep-15Hz,ssvep,15,FC2,15,1.25703908518084
S2,ssvep-15Hz,ssvep,15,FC2,16,1.95239506604341
S2,ssvep-15Hz,ssvep,15,FC2,17,1.15966265340526
S2,ssvep-15Hz,ssvep,15,FC2,18,1.66818721927404
S2,ssvep-15Hz,ssvep,15,FC2,19,1.33923838125363
S2,ssvep-15Hz,ssvep,15,FC2,20,1.49504163636088
S2,ssvep-15Hz,ssvep,15,FC2,21,0.780278830342781
S2,ssvep-15Hz,ssvep,15,FC2,22,2.34222087019953
S2,ssvep-15Hz,ssvep,15,FC2,23,0.982088442947892
S2,ssvep-15Hz,ssvep,15,FC2,24,0.96255503654286
S2,ssvep-15Hz,ssvep,15,FC2,25,1.57526297980278
S2,ssvep-15Hz,ssvep,15,FC2,26,1.7170719159813
S2,ssvep-15Hz,ssvep,15,FC2,27,1.20124068251457
S2,ssvep-15Hz,ssvep,15,FC2,28,2.12947628843308
S2,ssvep-15Hz,ssvep,15,FC2,29,1.44451247757199
S2,ssvep-15Hz,ssvep,15,FC2,30,1.86326733029203
S2,ssvep-15Hz,ssvep,15,FC2,31,1.47746756634011
S2,ssvep-15Hz,ssvep,15,FC2,32,1.44893830086407
S2,ssvep-15Hz,ssvep,15,FC2,33,1.68205586256462
S2,ssvep-15Hz,ssvep,15,FC2,34,2.06513807251863
S2,ssvep-15Hz,ssvep,15,FC2,35,1.56396448235898
S2,ssvep-15Hz,ssvep,15,FC2,36,1.83360019969586
S2,ssvep-15Hz,ssvep,15,FC6,1,1.6325033493832
S2,ssvep-15Hz,ssvep,15,FC6,2,1.27748646321028
S2,ssvep-15Hz,ssvep,15,FC6,3,1.2262090123521
S2,ssvep-15Hz,ssvep,15,FC6,4,0.492504123984193
S2,ssvep-15Hz,ssvep,15,FC6,5,1.25282463178359
S2,ssvep-15Hz,ssvep,15,FC6,6,0.941669520725132
S2,ssvep-15Hz,ssvep,15,FC6,7,1.04005115339927
S2,ssvep-15Hz,ssvep,15,FC6,8,1.10177781277975
S2,ssvep-15Hz,ssvep,15,FC6,9,1.0134800937858
S2,ssvep-15Hz,ssvep,15,FC6,10,0.88005963505583
S2,ssvep-15Hz,ssvep,15,FC6,11,0.519160875293927
S2,ssvep-15Hz,ssvep,15,FC6,12,0.778599226214783
S2,ssvep-15Hz,ssvep,15,FC6,13,1.02549422046696
S2,ssvep-15Hz,ssvep,15,FC6,14,0.451404415937166
S2,ssvep-15Hz,ssvep,15,FC6,15,1.12949205903728
S2,ssvep-15Hz,ssvep,15,FC6,16,1.4377184925902
S2,ssvep-15Hz,ssvep,15,FC6,17,1.07670613206547
S2,ssvep-15Hz,ssvep,15,FC6,18,1.07793739730721
S2,ssvep-15Hz,ssvep,15,FC6,19,0.922325569703678
S2,ssvep-15Hz,ssvep,15,FC6,20,0.807056497529462
S2,ssvep-15Hz,ssvep,15,FC6,21,0.766726967574458
S2,ssvep-15Hz,ssvep,15,FC6,22,1.90581734154207
S2,ssvep-15Hz,ssvep,15,FC6,23,0.997901986058841
S2,ssvep-15Hz,ssvep,15,FC6,24,0.865859657030406
S2,ssvep-15Hz,ssvep,15,FC6,25,1.2888170675218
S2,ssvep-15Hz,ssvep,15,FC6,26,0.997817339145051
S2,ssvep-15Hz,ssvep,15,FC6,27,0.888008155204147
S2,ssvep-15Hz,ssvep,15,FC6,28,1.2209560672347
S2,ssvep-15Hz,ssvep,15,FC6,29,1.18569919455896
S2,ssvep-15Hz,ssvep,15,FC6,30,1.51846531217519
S2,ssvep-15Hz,ssvep,15,FC6,31,0.630793101607447
S2,ssvep-15Hz,ssvep,15,FC6,32,1.12869159031054
S2,ssvep-15Hz,ssvep,15,FC6,33,1.44523194500626
S2,ssvep-15Hz,ssvep,15,FC6,34,1.25554885464441
S2,ssvep-15Hz,ssvep,15,FC6,35,1.2268042263129
S2,ssvep-15Hz,ssvep,15,FC6,36,1.09594806107617
S2,ssvep-15Hz,ssvep,15,T7,1,0.623502074709498
S2,ssvep-15Hz,ssvep,15,T7,2,0.365701579270297
S2,ssvep-15Hz,ssvep,15,T7,3,0.510948341880652
S2,ssvep-15Hz,ssvep,15,T7,4,0.287479863735224
S2,ssvep-15Hz,ssvep,15,T7,5,0.297920397881943
S2,ssvep-15Hz,ssvep,15,T7,6,0.684018048368735
S2,ssvep-15Hz,ssvep,15,T7,7,0.597908087909347
S2,ssvep-15Hz,ssvep,15,T7,8,0.825224059374898
S2,ssvep-15Hz,ssvep,15,T7,9,0.722030294552028
S2,ssvep-15Hz,ssvep,15,T7,10,0.788729437087264
S2,ssvep-15Hz,ssvep,15,T7,11,0.788440991907813
S2,ssvep-15Hz,ssvep,15,T7,12,0.981889504916002
S2,ssvep-15Hz,ssvep,15,T7,13,1.00226898622508
S2,ssvep-15Hz,ssvep,15,T7,14,0.588680878540709
S2,ssvep-15Hz,ssvep,15,T7,15,0.450392451764023
S2,ssvep-15Hz,ssvep,15,T7,16,0.284979544237997
S2,ssvep-15Hz,ssvep,15,T7,17,0.606835691630532
S2,ssvep-15Hz,ssvep,15,T7,18,0.666401927632804
S2,ssvep-15Hz,ssvep,15,T7,19,0.45794046744697
S2,ssvep-15Hz,ssvep,15,T7,20,0.86698306562336
S2,ssvep-15Hz,ssvep,15,T7,21,0.119064769847714
S2,ssvep-15Hz,ssvep,15,T7,22,0.650161304352701
S2,ssvep-15Hz,ssvep,15,T7,23,0.365277037860828
S2,ssvep-15Hz,ssvep,15,T7,24,0.215089926889567
S2,ssvep-15Hz,ssvep,15,T7,25,0.848319419591016
S2,ssvep-15Hz,ssvep,15,T7,26,0.874732579904685
S2,ssvep-15Hz,ssvep,15,T7,27,0.900826148576153
S2,ssvep-15Hz,ssvep,15,T7,28,0.853585703656853
S2,ssvep-15Hz,ssvep,15,T7,29,0.437310760091815
S2,ssvep-15Hz,ssvep,15,T7,30,0.256247792765637
S2,ssvep-15Hz,ssvep,15,T7,31,0.797874136563207
S2,ssvep-15Hz,ssvep,15,T7,32,0.773710073671353
S2,ssvep-15Hz,ssvep,15,T7,33,0.507021918397659
S2,ssvep-15Hz,ssvep,15,T7,34,0.922075466972045
S2,ssvep-15Hz,ssvep,15,T7,35,0.548843307660211
S2,ssvep-15Hz,ssvep,15,T7,36,0.510079848339348
S2,ssvep-15Hz,ssvep,15,C3,1,1.30936723829357
S2,ssvep-15Hz,ssvep,15,C3,2,1.46599630713522
S2,ssvep-15Hz,ssvep,15,C3,3,0.697977372453365
S2,ssvep-15Hz,ssvep,15,C3,4,0.890841174000836
S2,ssvep-15Hz,ssvep,15,C3,5,1.24542407514575
S2,ssvep-15Hz,ssvep,15,C3,6,1.15274782075306
S2,ssvep-15Hz,ssvep,15,C3,7,1.13620785602617
S2,ssvep-15Hz,ssvep,15,C3,8,1.36926172054694
S2,ssvep-15Hz,ssvep,15,C3,9,0.977288243744643
S2,ssvep-15Hz,ssvep,15,C3,10,1.36014641692797
S2,ssvep-15Hz,ssvep,15,C3,11,1.51255025250372
S2,ssvep-15Hz,ssvep,15,C3,12,1.83122861666556
S2,ssvep-15Hz,ssvep,15,C3,13,2.08721909587628
S2,ssvep-15Hz,ssvep,15,C3,14,1.36735526552949
S2,ssvep-15Hz,ssvep,15,C3,15,0.944136497497789
S2,ssvep-15Hz,ssvep,15,C3,16,1.07903644873368
S2,ssvep-15Hz,ssvep,15,C3,17,0.805647100499497
S2,ssvep-15Hz,ssvep,15,C3,18,1.27462033869375
S2,ssvep-15Hz,ssvep,15,C3,19,1.12403849176368
S2,ssvep-15Hz,ssvep,15,C3,20,1.53831665256724
S2,ssvep-15Hz,ssvep,15,C3,21,0.576472834389195
S2,ssvep-15Hz,ssvep,15,C3,22,1.47597385342395
S2,ssvep-15Hz,ssvep,15,C3,23,0.422866313973579
S2,ssvep-15Hz,ssvep,15,C3,24,0.701993211415964
S2,ssvep-15Hz,ssvep,15,C3,25,1.27298734868758
S2,ssvep-15Hz,ssvep,15,C3,26,1.66384445822085
S2,ssvep-15Hz,ssvep,15,C3,27,1.53674835040535
S2,ssvep-15Hz,ssvep,15,C3,28,1.92573873615136
S2,ssvep-15Hz,ssvep,15,C3,29,0.964771233074047
S2,ssvep-15Hz,ssvep,15,C3,30,1.01613450367963
S2,ssvep-15Hz,ssvep,15,C3,31,1.59009854944393
S2,ssvep-15Hz,ssvep,15,C3,32,0.960050928589883
S2,ssvep-15Hz,ssvep,15,C3,33,1.31151139162341
S2,ssvep-15Hz,ssvep,15,C3,34,2.04390266080455
S2,ssvep-15Hz,ssvep,15,C3,35,1.19906379979901
S2,ssvep-15Hz,ssvep,15,C3,36,1.01181859650563
S2,ssvep-15Hz,ssvep,15,Cz,1,1.91700250528303
S2,ssvep-15Hz,ssvep,15,Cz,2,2.48721759145572
S2,ssvep-15Hz,ssvep,15,Cz,3,1.50108198036015
S2,ssvep-15Hz,ssvep,15,Cz,4,1.2070514202011
S2,ssvep-15Hz,ssvep,15,Cz,5,1.73361114953199
S2,ssvep-15Hz,ssvep,15,Cz,6,1.58158276640909
S2,ssvep-15Hz,ssvep,15,Cz,7,1.48452140152842
S2,ssvep-15Hz,ssvep,15,Cz,8,1.69911120745949
S2,ssvep-15Hz,ssvep,15,Cz,9,1.38381468788726
S2,ssvep-15Hz,ssvep,15,Cz,10,1.92421165991056
S2,ssvep-15Hz,ssvep,15,Cz,11,1.66590579846849
S2,ssvep-15Hz,ssvep,15,Cz,12,2.12107990806578
S2,ssvep-15Hz,ssvep,15,Cz,13,2.37925624951924
S2,ssvep-15Hz,ssvep,15,Cz,14,1.3870529676236
S2,ssvep-15Hz,ssvep,15,Cz,15,1.42797605553983
S2,ssvep-15Hz,ssvep,15,Cz,16,1.87464939345678
S2,ssvep-15Hz,ssvep,15,Cz,17,1.2170149475679
S2,ssvep-15Hz,ssvep,15,Cz,18,2.03313122749631
S2,ssvep-15Hz,ssvep,15,Cz,19,1.34900597467596
S2,ssvep-15Hz,ssvep,15,Cz,20,1.97327860341377
S2,ssvep-15Hz,ssvep,15,Cz,21,0.918624764710976
S2,ssvep-15Hz,ssvep,15,Cz,22,2.65435637265341
S2,ssvep-15Hz,ssvep,15,Cz,23,1.12679060066121
S2,ssvep-15Hz,ssvep,15,Cz,24,0.963049590113112
S2,ssvep-15Hz,ssvep,15,Cz,25,1.86971949142398
S2,ssvep-15Hz,ssvep,15,Cz,26,1.89558304419122
S2,ssvep-15Hz,ssvep,15,Cz,27,1.62147331264907
S2,ssvep-15Hz,ssvep,15,Cz,28,2.61245162838849
S2,ssvep-15Hz,ssvep,15,Cz,29,1.66211033558965
S2,ssvep-15Hz,ssvep,15,Cz,30,2.21268204112579
S2,ssvep-15Hz,ssvep,15,Cz,31,2.02500175393204
S2,ssvep-15Hz,ssvep,15,Cz,32,1.59902088106842
S2,ssvep-15Hz,ssvep,15,Cz,33,2.04024169582188
S2,ssvep-15Hz,ssvep,15,Cz,34,2.54411649632228
S2,ssvep-15Hz,ssvep,15,Cz,35,1.74859930282596
S2,ssvep-15Hz,ssvep,15,Cz,36,2.05089750564064
S2,ssvep-15Hz,ssvep,15,C4,1,1.56157127760596
S2,ssvep-15Hz,ssvep,15,C4,2,2.13737954710455
S2,ssvep-15Hz,ssvep,15,C4,3,1.44177064490565
S2,ssvep-15Hz,ssvep,15,C4,4,0.555121376058145
S2,ssvep-15Hz,ssvep,15,C4,5,1.62174203005359
S2,ssvep-15Hz,ssvep,15,C4,6,0.985759696124477
S2,ssvep-15Hz,ssvep,15,C4,7,1.11297880732077
S2,ssvep-15Hz,ssvep,15,C4,8,1.09722880105065
S2,ssvep-15Hz,ssvep,15,C4,9,1.2528438006054
S2,ssvep-15Hz,ssvep,15,C4,10,1.15633664034918
S2,ssvep-15Hz,ssvep,15,C4,11,0.852917316744411
S2,ssvep-15Hz,ssvep,15,C4,12,1.18663183430617
S2,ssvep-15Hz,ssvep,15,C4,13,1.33274868725679
S2,ssvep-15Hz,ssvep,15,C4,14,0.636016722659032
S2,ssvep-15Hz,ssvep,15,C4,15,1.01803831566049
S2,ssvep-15Hz,ssvep,15,C4,16,1.94404850907643
S2,ssvep-15Hz,ssvep,15,C4,17,1.2630685023783
S2,ssvep-15Hz,ssvep,15,C4,18,1.36204750804156
S2,ssvep-15Hz,ssvep,15,C4,19,0.972032339998879
S2,ssvep-15Hz,ssvep,15,C4,20,1.098533747002
S2,ssvep-15Hz,ssvep,15,C4,21,0.81662235822289
S2,ssvep-15Hz,ssvep,15,C4,22,2.52493302836307
S2,ssvep-15Hz,ssvep,15,C4,23,1.35115630657579
S2,ssvep-15Hz,ssvep,15,C4,24,0.887900938680586
S2,ssvep-15Hz,ssvep,15,C4,25,1.48258292614314
S2,ssvep-15Hz,ssvep,15,C4,26,1.17382543926893
S2,ssvep-15Hz,ssvep,15,C4,27,0.886904317633201
S2,ssvep-15Hz,ssvep,15,C4,28,1.48941251946317
S2,ssvep-15Hz,ssvep,15,C4,29,1.44617120624189
S2,ssvep-15Hz,ssvep,15,C4,30,2.0351216463612
S2,ssvep-15Hz,ssvep,15,C4,31,0.807585198962768
S2,ssvep-15Hz,ssvep,15,C4,32,1.07689202095841
S2,ssvep-15Hz,ssvep,15,C4,33,1.90952203168713
S2,ssvep-15Hz,ssvep,15,C4,34,1.7497364769922
S2,ssvep-15Hz,ssvep,15,C4,35,1.60096951835601
S2,ssvep-15Hz,ssvep,15,C4,36,1.78965515214731
S2,ssvep-15Hz,ssvep,15,T8,1,0.859332350370248
S2,ssvep-15Hz,ssvep,15,T8,2,1.29486926163714
S2,ssvep-15Hz,ssvep,15,T8,3,1.0534061773839
S2,ssvep-15Hz,ssvep,15,T8,4,0.409142138812765
S2,ssvep-15Hz,ssvep,15,T8,5,0.960461716678181
S2,ssvep-15Hz,ssvep,15,T8,6,0.346842288710571
S2,ssvep-15Hz,ssvep,15,T8,7,0.823311747072854
S2,ssvep-15Hz,ssvep,15,T8,8,0.82944111332958
S2,ssvep-15Hz,ssvep,15,T8,9,0.724326283090107
S2,ssvep-15Hz,ssvep,15,T8,10,0.356464830690596
S2,ssvep-15Hz,ssvep,15,T8,11,0.253780188695441
S2,ssvep-15Hz,ssvep,15,T8,12,0.329586485144224
S2,ssvep-15Hz,ssvep,15,T8,13,0.934036176769043
S2,ssvep-15Hz,ssvep,15,T8,14,0.382519071840042
S2,ssvep-15Hz,ssvep,15,T8,15,0.301004046314046
S2,ssvep-15Hz,ssvep,15,T8,16,1.49115367360429
S2,ssvep-15Hz,ssvep,15,T8,17,1.38922035435014
S2,ssvep-15Hz,ssvep,15,T8,18,1.0215002201458
S2,ssvep-15Hz,ssvep,15,T8,19,0.344726378648672
S2,ssvep-15Hz,ssvep,15,T8,20,0.146226698508272
S2,ssvep-15Hz,ssvep,15,T8,21,0.749074081432049
S2,ssvep-15Hz,ssvep,15,T8,22,1.65443731186281
S2,ssvep-15Hz,ssvep,15,T8,23,1.06663428067578
S2,ssvep-15Hz,ssvep,15,T8,24,0.73009913146301
S2,ssvep-15Hz,ssvep,15,T8,25,0.736058300292282
S2,ssvep-15Hz,ssvep,15,T8,26,0.745784792113304
S2,ssvep-15Hz,ssvep,15,T8,27,0.456388728595949
S2,ssvep-15Hz,ssvep,15,T8,28,0.604461487776115
S2,ssvep-15Hz,ssvep,15,T8,29,0.620557055476015
S2,ssvep-15Hz,ssvep,15,T8,30,1.20141234514485
S2,ssvep-15Hz,ssvep,15,T8,31,0.0578583996723236
S2,ssvep-15Hz,ssvep,15,T8,32,0.650443049667887
S2,ssvep-15Hz,ssvep,15,T8,33,1.13005326127187
S2,ssvep-15Hz,ssvep,15,T8,34,0.665165632688298
S2,ssvep-15Hz,ssvep,15,T8,35,1.00435719529456
S2,ssvep-15Hz,ssvep,15,T8,36,1.00504356612649
S2,ssvep-15Hz,ssvep,15,CP5,1,0.779214295060193
S2,ssvep-15Hz,ssvep,15,CP5,2,1.02684849583026
S2,ssvep-15Hz,ssvep,15,CP5,3,0.237239578043924
S2,ssvep-15Hz,ssvep,15,CP5,4,0.508137105168006
S2,ssvep-15Hz,ssvep,15,CP5,5,0.927888202223707
S2,ssvep-15Hz,ssvep,15,CP5,6,0.927640674674295
S2,ssvep-15Hz,ssvep,15,CP5,7,0.623687860172951
S2,ssvep-15Hz,ssvep,15,CP5,8,0.795125005540139
S2,ssvep-15Hz,ssvep,15,CP5,9,0.641512347912656
S2,ssvep-15Hz,ssvep,15,CP5,10,0.754170084807798
S2,ssvep-15Hz,ssvep,15,CP5,11,1.28709753669528
S2,ssvep-15Hz,ssvep,15,CP5,12,1.53749535022142
S2,ssvep-15Hz,ssvep,15,CP5,13,1.60647115146715
S2,ssvep-15Hz,ssvep,15,CP5,14,1.21152438722311
S2,ssvep-15Hz,ssvep,15,CP5,15,0.546296733690186
S2,ssvep-15Hz,ssvep,15,CP5,16,0.364120487828185
S2,ssvep-15Hz,ssvep,15,CP5,17,0.492610737405241
S2,ssvep-15Hz,ssvep,15,CP5,18,0.852709869442919
S2,ssvep-15Hz,ssvep,15,CP5,19,0.534549100864247
