subjectR,conditionR,stimStyle,frequency,channelR,runR,fftValue
S1,ssvep-12Hz,ssvep,12,F8,3,0.465150010723242
S1,ssvep-12Hz,ssvep,12,F8,4,0.424426375878658
S1,ssvep-12Hz,ssvep,12,F8,5,0.390883572130119
S1,ssvep-12Hz,ssvep,12,F8,6,0.518200129012155
S1,ssvep-12Hz,ssvep,12,F8,7,0.251296938244422
S1,ssvep-12Hz,ssvep,12,F8,8,0.688852118997287
S1,ssvep-12Hz,ssvep,12,F8,9,0.30678238864563
S1,ssvep-12Hz,ssvep,12,F8,10,0.183347662138516
S1,ssvep-12Hz,ssvep,12,F8,11,0.248501333186994
S1,ssvep-12Hz,ssvep,12,F8,12,0.487525370673518
S1,ssvep-12Hz,ssvep,12,F8,13,0.932048519661954
S1,ssvep-12Hz,ssvep,12,F8,14,0.664753739504753
S1,ssvep-12Hz,ssvep,12,F8,15,0.734521879643824
S1,ssvep-12Hz,ssvep,12,F8,16,0.417288869888032
S1,ssvep-12Hz,ssvep,12,F8,17,0.224768378088547
S1,ssvep-12Hz,ssvep,12,F8,18,0.252816005512479
S1,ssvep-12Hz,ssvep,12,F8,19,0.491542713459684
S1,ssvep-12Hz,ssvep,12,F8,20,0.165535030465263
S1,ssvep-12Hz,ssvep,12,F8,21,0.172177351930902
S1,ssvep-12Hz,ssvep,12,F8,22,0.326958484327772
S1,ssvep-12Hz,ssvep,12,F8,23,0.396148071252163
S1,ssvep-12Hz,ssvep,12,F8,24,0.087941611035446
S1,ssvep-12Hz,ssvep,12,F8,25,0.16903328833311
S1,ssvep-12Hz,ssvep,12,F8,26,0.16573788369598
S1,ssvep-12Hz,ssvep,12,F8,27,0.440260053762059
S1,ssvep-12Hz,ssvep,12,F8,28,0.343161158289906
S1,ssvep-12Hz,ssvep,12,F8,29,0.370534568086248
S1,ssvep-12Hz,ssvep,12,F8,30,0.185210891926813
S1,ssvep-12Hz,ssvep,12,F8,31,0.221101680703479
S1,ssvep-12Hz,ssvep,12,F8,32,0.413875930350639
S1,ssvep-12Hz,ssvep,12,F8,33,0.553350517077492
S1,ssvep-12Hz,ssvep,12,F8,34,0.135648907065847
S1,ssvep-12Hz,ssvep,12,F8,35,0.527422371353267
S1,ssvep-12Hz,ssvep,12,F8,36,0.643974504762551
S1,ssvep-12Hz,ssvep,12,FC5,1,1.33133655523205
S1,ssvep-12Hz,ssvep,12,FC5,2,0.83304063101641
S1,ssvep-12Hz,ssvep,12,FC5,3,0.676251899428509
S1,ssvep-12Hz,ssvep,12,FC5,4,0.823089853605693
S1,ssvep-12Hz,ssvep,12,FC5,5,0.677418250502024
S1,ssvep-12Hz,ssvep,12,FC5,6,0.343081830828217
S1,ssvep-12Hz,ssvep,12,FC5,7,0.58881428599678
S1,ssvep-12Hz,ssvep,12,FC5,8,0.917453245056008
S1,ssvep-12Hz,ssvep,12,FC5,9,0.350902091759127
S1,ssvep-12Hz,ssvep,12,FC5,10,0.743257352816265
S1,ssvep-12Hz,ssvep,12,FC5,11,0.414846107145956
S1,ssvep-12Hz,ssvep,12,FC5,12,0.294243225120169
S1,ssvep-12Hz,ssvep,12,FC5,13,0.785563891312736
S1,ssvep-12Hz,ssvep,12,FC5,14,0.81999725464043
S1,ssvep-12Hz,ssvep,12,FC5,15,0.955540345582237
S1,ssvep-12Hz,ssvep,12,FC5,16,0.692898928394337
S1,ssvep-12Hz,ssvep,12,FC5,17,0.473049810785458
S1,ssvep-12Hz,ssvep,12,FC5,18,0.60104565453559
S1,ssvep-12Hz,ssvep,12,FC5,19,0.640297132226354
S1,ssvep-12Hz,ssvep,12,FC5,20,0.315133872322314
S1,ssvep-12Hz,ssvep,12,FC5,21,0.412311875248588
S1,ssvep-12Hz,ssvep,12,FC5,22,0.382379244681562
S1,ssvep-12Hz,ssvep,12,FC5,23,0.234874612957594
S1,ssvep-12Hz,ssvep,12,FC5,24,0.137004868312163
S1,ssvep-12Hz,ssvep,12,FC5,25,0.190053787332228
S1,ssvep-12Hz,ssvep,12,FC5,26,0.519224224373861
S1,ssvep-12Hz,ssvep,12,FC5,27,1.02070556134793
S1,ssvep-12Hz,ssvep,12,FC5,28,1.00062999762578
S1,ssvep-12Hz,ssvep,12,FC5,29,0.973246357476671
S1,ssvep-12Hz,ssvep,12,FC5,30,0.692548296376312
S1,ssvep-12Hz,ssvep,12,FC5,31,0.353716666004003
S1,ssvep-12Hz,ssvep,12,FC5,32,0.862869680722527
S1,ssvep-12Hz,ssvep,12,FC5,33,0.828351417794357
S1,ssvep-12Hz,ssvep,12,FC5,34,0.701376424257599
S1,ssvep-12Hz,ssvep,12,FC5,35,0.519136351028513
S1,ssvep-12Hz,ssvep,12,FC5,36,0.618929892850476
S1,ssvep-12Hz,ssvep,12,FC1,1,1.35141360727776
S1,ssvep-12Hz,ssvep,12,FC1,2,1.15116484527436
S1,ssvep-12Hz,ssvep,12,FC1,3,1.07840035893694
S1,ssvep-12Hz,ssvep,12,FC1,4,1.12130356622545
S1,ssvep-12Hz,ssvep,12,FC1,5,1.00460129702026
S1,ssvep-12Hz,ssvep,12,FC1,6,0.530528991418507
S1,ssvep-12Hz,ssvep,12,FC1,7,0.540104588168833
S1,ssvep-12Hz,ssvep,12,FC1,8,1.43044495376443
S1,ssvep-12Hz,ssvep,12,FC1,9,0.609435535444356
S1,ssvep-12Hz,ssvep,12,FC1,10,0.740358277737008
S1,ssvep-12Hz,ssvep,12,FC1,11,0.68354955386166
S1,ssvep-12Hz,ssvep,12,FC1,12,0.351132108831218
S1,ssvep-12Hz,ssvep,12,FC1,13,1.30801029994659
S1,ssvep-12Hz,ssvep,12,FC1,14,1.12626046592645
S1,ssvep-12Hz,ssvep,12,FC1,15,1.35154948521811
S1,ssvep-12Hz,ssvep,12,FC1,16,0.985863033349711
S1,ssvep-12Hz,ssvep,12,FC1,17,0.794616128850203
S1,ssvep-12Hz,ssvep,12,FC1,18,0.854642803299772
S1,ssvep-12Hz,ssvep,12,FC1,19,1.00921139398931
S1,ssvep-12Hz,ssvep,12,FC1,20,0.40914138994276
S1,ssvep-12Hz,ssvep,12,FC1,21,0.610506329599176
S1,ssvep-12Hz,ssvep,12,FC1,22,0.453990915045126
S1,ssvep-12Hz,ssvep,12,FC1,23,0.378093765562735
S1,ssvep-12Hz,ssvep,12,FC1,24,0.36339080036381
S1,ssvep-12Hz,ssvep,12,FC1,25,0.314454290437445
S1,ssvep-12Hz,ssvep,12,FC1,26,0.606883986715854
S1,ssvep-12Hz,ssvep,12,FC1,27,1.19983985001058
S1,ssvep-12Hz,ssvep,12,FC1,28,1.25619234880902
S1,ssvep-12Hz,ssvep,12,FC1,29,1.10829720061295
S1,ssvep-12Hz,ssvep,12,FC1,30,0.871346849928697
S1,ssvep-12Hz,ssvep,12,FC1,31,0.489569724810995
S1,ssvep-12Hz,ssvep,12,FC1,32,1.20056569631001
S1,ssvep-12Hz,ssvep,12,FC1,33,0.969919087092673
S1,ssvep-12Hz,ssvep,12,FC1,34,0.761459718803945
S1,ssvep-12Hz,ssvep,12,FC1,35,0.881150078391955
S1,ssvep-12Hz,ssvep,12,FC1,36,1.02952482407251
S1,ssvep-12Hz,ssvep,12,FC2,1,1.2022285801197
S1,ssvep-12Hz,ssvep,12,FC2,2,1.02915673934438
S1,ssvep-12Hz,ssvep,12,FC2,3,1.05243921069723
S1,ssvep-12Hz,ssvep,12,FC2,4,0.915224018616783
S1,ssvep-12Hz,ssvep,12,FC2,5,0.772780182390711
S1,ssvep-12Hz,ssvep,12,FC2,6,0.621187065282557
S1,ssvep-12Hz,ssvep,12,FC2,7,0.433589368884242
S1,ssvep-12Hz,ssvep,12,FC2,8,1.5459694146065
S1,ssvep-12Hz,ssvep,12,FC2,9,0.653765799112458
S1,ssvep-12Hz,ssvep,12,FC2,10,0.55293647987251
S1,ssvep-12Hz,ssvep,12,FC2,11,0.485722093943253
S1,ssvep-12Hz,ssvep,12,FC2,12,0.371544026595723
S1,ssvep-12Hz,ssvep,12,FC2,13,1.33099198958158
S1,ssvep-12Hz,ssvep,12,FC2,14,1.0948413666492
S1,ssvep-12Hz,ssvep,12,FC2,15,1.32594562463113
S1,ssvep-12Hz,ssvep,12,FC2,16,0.912537190362282
S1,ssvep-12Hz,ssvep,12,FC2,17,0.778746774581108
S1,ssvep-12Hz,ssvep,12,FC2,18,0.630389226426565
S1,ssvep-12Hz,ssvep,12,FC2,19,1.10209123480301
S1,ssvep-12Hz,ssvep,12,FC2,20,0.435911758830255
S1,ssvep-12Hz,ssvep,12,FC2,21,0.514776503484032
S1,ssvep-12Hz,ssvep,12,FC2,22,0.396817484167012
S1,ssvep-12Hz,ssvep,12,FC2,23,0.368032989513861
S1,ssvep-12Hz,ssvep,12,FC2,24,0.456798843947075
S1,ssvep-12Hz,ssvep,12,FC2,25,0.185261848564448
S1,ssvep-12Hz,ssvep,12,FC2,26,0.53861245387548
S1,ssvep-12Hz,ssvep,12,FC2,27,0.962684165769628
S1,ssvep-12Hz,ssvep,12,FC2,28,1.04865439740409
S1,ssvep-12Hz,ssvep,12,FC2,29,1.02274816247644
S1,ssvep-12Hz,ssvep,12,FC2,30,0.718048498307714
S1,ssvep-12Hz,ssvep,12,FC2,31,0.517078519308794
S1,ssvep-12Hz,ssvep,12,FC2,32,0.987221601965248
S1,ssvep-12Hz,ssvep,12,FC2,33,0.924944383260963
S1,ssvep-12Hz,ssvep,12,FC2,34,0.376056108368878
S1,ssvep-12Hz,ssvep,12,FC2,35,0.862191749784953
S1,ssvep-12Hz,ssvep,12,FC2,36,1.0362179595463
S1,ssvep-12Hz,ssvep,12,FC6,1,0.798579204115352
S1,ssvep-12Hz,ssvep,12,FC6,2,0.434955987477809
S1,ssvep-12Hz,ssvep,12,FC6,3,0.432180535501063
S1,ssvep-12Hz,ssvep,12,FC6,4,0.405651632463075
S1,ssvep-12Hz,ssvep,12,FC6,5,0.511936820697296
S1,ssvep-12Hz,ssvep,12,FC6,6,0.739441391105314
S1,ssvep-12Hz,ssvep,12,FC6,7,0.352524772579031
S1,ssvep-12Hz,ssvep,12,FC6,8,0.985519746768535
S1,ssvep-12Hz,ssvep,12,FC6,9,0.353914700979706
S1,ssvep-12Hz,ssvep,12,FC6,10,0.411984129302298
S1,ssvep-12Hz,ssvep,12,FC6,11,0.211854494957931
S1,ssvep-12Hz,ssvep,12,FC6,12,0.473299060687827
S1,ssvep-12Hz,ssvep,12,FC6,13,0.996267707491379
S1,ssvep-12Hz,ssvep,12,FC6,14,0.654045337798677
S1,ssvep-12Hz,ssvep,12,FC6,15,0.818421701296866
S1,ssvep-12Hz,ssvep,12,FC6,16,0.459013881798649
S1,ssvep-12Hz,ssvep,12,FC6,17,0.410009383024154
S1,ssvep-12Hz,ssvep,12,FC6,18,0.219168414634003
S1,ssvep-12Hz,ssvep,12,FC6,19,0.624029531463525
S1,ssvep-12Hz,ssvep,12,FC6,20,0.414511552621238
S1,ssvep-12Hz,ssvep,12,FC6,21,0.269435771087407
S1,ssvep-12Hz,ssvep,12,FC6,22,0.158741298843446
S1,ssvep-12Hz,ssvep,12,FC6,23,0.367904606247426
S1,ssvep-12Hz,ssvep,12,FC6,24,0.31967732994181
S1,ssvep-12Hz,ssvep,12,FC6,25,0.364384532747142
S1,ssvep-12Hz,ssvep,12,FC6,26,0.118107194576269
S1,ssvep-12Hz,ssvep,12,FC6,27,0.510927974484771
S1,ssvep-12Hz,ssvep,12,FC6,28,0.516250644183528
S1,ssvep-12Hz,ssvep,12,FC6,29,0.646556133098096
S1,ssvep-12Hz,ssvep,12,FC6,30,0.27767277920492
S1,ssvep-12Hz,ssvep,12,FC6,31,0.344239476683494
S1,ssvep-12Hz,ssvep,12,FC6,32,0.64668325226603
S1,ssvep-12Hz,ssvep,12,FC6,33,0.560019634070629
S1,ssvep-12Hz,ssvep,12,FC6,34,0.212996973012851
S1,ssvep-12Hz,ssvep,12,FC6,35,0.494800612493902
S1,ssvep-12Hz,ssvep,12,FC6,36,0.714746793023688
S1,ssvep-12Hz,ssvep,12,T7,1,1.06830665292805
S1,ssvep-12Hz,ssvep,12,T7,2,0.626005687598156
S1,ssvep-12Hz,ssvep,12,T7,3,0.516546276836124
S1,ssvep-12Hz,ssvep,12,T7,4,0.593319490509273
S1,ssvep-12Hz,ssvep,12,T7,5,0.41042499621854
S1,ssvep-12Hz,ssvep,12,T7,6,0.330158033644644
S1,ssvep-12Hz,ssvep,12,T7,7,0.334865995628549
S1,ssvep-12Hz,ssvep,12,T7,8,0.805654917465647
S1,ssvep-12Hz,ssvep,12,T7,9,0.293323159091263
S1,ssvep-12Hz,ssvep,12,T7,10,0.559053308588168
S1,ssvep-12Hz,ssvep,12,T7,11,0.364360787029903
S1,ssvep-12Hz,ssvep,12,T7,12,0.303048000830423
S1,ssvep-12Hz,ssvep,12,T7,13,0.566325084890463
S1,ssvep-12Hz,ssvep,12,T7,14,0.721728189731536
S1,ssvep-12Hz,ssvep,12,T7,15,0.533356423502803
S1,ssvep-12Hz,ssvep,12,T7,16,0.404927323751768
S1,ssvep-12Hz,ssvep,12,T7,17,0.509185841182142
S1,ssvep-12Hz,ssvep,12,T7,18,0.498450537997459
S1,ssvep-12Hz,ssvep,12,T7,19,0.324927418734686
S1,ssvep-12Hz,ssvep,12,T7,20,0.267770169767291
S1,ssvep-12Hz,ssvep,12,T7,21,0.658855145185242
S1,ssvep-12Hz,ssvep,12,T7,22,0.0808171946341465
S1,ssvep-12Hz,ssvep,12,T7,23,0.253916287269802
S1,ssvep-12Hz,ssvep,12,T7,24,0.325897087885724
S1,ssvep-12Hz,ssvep,12,T7,25,0.333583824984328
S1,ssvep-12Hz,ssvep,12,T7,26,0.427219817674099
S1,ssvep-12Hz,ssvep,12,T7,27,0.777272889362046
S1,ssvep-12Hz,ssvep,12,T7,28,0.760112841385582
S1,ssvep-12Hz,ssvep,12,T7,29,0.771365135236142
S1,ssvep-12Hz,ssvep,12,T7,30,0.752715208024815
S1,ssvep-12Hz,ssvep,12,T7,31,0.325738145038091
S1,ssvep-12Hz,ssvep,12,T7,32,0.5462159078548
S1,ssvep-12Hz,ssvep,12,T7,33,0.586591079686311
S1,ssvep-12Hz,ssvep,12,T7,34,0.644839546632034
S1,ssvep-12Hz,ssvep,12,T7,35,0.100676436576067
S1,ssvep-12Hz,ssvep,12,T7,36,0.463726163514819
S1,ssvep-12Hz,ssvep,12,C3,1,1.41870628118453
S1,ssvep-12Hz,ssvep,12,C3,2,1.07180832411699
S1,ssvep-12Hz,ssvep,12,C3,3,1.18038359954554
S1,ssvep-12Hz,ssvep,12,C3,4,1.20453827113503
S1,ssvep-12Hz,ssvep,12,C3,5,0.961308014341372
S1,ssvep-12Hz,ssvep,12,C3,6,0.535000222663482
S1,ssvep-12Hz,ssvep,12,C3,7,0.544733741622167
S1,ssvep-12Hz,ssvep,12,C3,8,1.31144533297419
S1,ssvep-12Hz,ssvep,12,C3,9,0.65702429137998
S1,ssvep-12Hz,ssvep,12,C3,10,0.864577358352078
S1,ssvep-12Hz,ssvep,12,C3,11,0.751471070918714
S1,ssvep-12Hz,ssvep,12,C3,12,0.4022058481612
S1,ssvep-12Hz,ssvep,12,C3,13,1.18760234156818
S1,ssvep-12Hz,ssvep,12,C3,14,1.19886289576477
S1,ssvep-12Hz,ssvep,12,C3,15,0.994242520831629
S1,ssvep-12Hz,ssvep,12,C3,16,0.895443129841139
S1,ssvep-12Hz,ssvep,12,C3,17,1.01910088075534
S1,ssvep-12Hz,ssvep,12,C3,18,1.06354950926634
S1,ssvep-12Hz,ssvep,12,C3,19,0.809226119506331
S1,ssvep-12Hz,ssvep,12,C3,20,0.369481714474289
S1,ssvep-12Hz,ssvep,12,C3,21,0.652462751768115
S1,ssvep-12Hz,ssvep,12,C3,22,0.351614115794361
S1,ssvep-12Hz,ssvep,12,C3,23,0.234966413331747
S1,ssvep-12Hz,ssvep,12,C3,24,0.401206712000661
S1,ssvep-12Hz,ssvep,12,C3,25,0.485030180330422
S1,ssvep-12Hz,ssvep,12,C3,26,0.718406948495078
S1,ssvep-12Hz,ssvep,12,C3,27,1.19574629502909
S1,ssvep-12Hz,ssvep,12,C3,28,1.18304796287709
S1,ssvep-12Hz,ssvep,12,C3,29,1.15314905862461
S1,ssvep-12Hz,ssvep,12,C3,30,1.17843475668743
S1,ssvep-12Hz,ssvep,12,C3,31,0.409732268763382
S1,ssvep-12Hz,ssvep,12,C3,32,1.15370888090157
S1,ssvep-12Hz,ssvep,12,C3,33,0.747287141476887
S1,ssvep-12Hz,ssvep,12,C3,34,1.006987919748
S1,ssvep-12Hz,ssvep,12,C3,35,0.640393332443534
S1,ssvep-12Hz,ssvep,12,C3,36,1.12112293136982
S1,ssvep-12Hz,ssvep,12,Cz,1,1.52685746736248
S1,ssvep-12Hz,ssvep,12,Cz,2,1.34890354575721
S1,ssvep-12Hz,ssvep,12,Cz,3,1.53729202567094
S1,ssvep-12Hz,ssvep,12,Cz,4,1.49416437869752
S1,ssvep-12Hz,ssvep,12,Cz,5,1.3400847891938
S1,ssvep-12Hz,ssvep,12,Cz,6,0.711910707567585
S1,ssvep-12Hz,ssvep,12,Cz,7,0.546888681238894
S1,ssvep-12Hz,ssvep,12,Cz,8,1.92722525639432
S1,ssvep-12Hz,ssvep,12,Cz,9,0.840084099578773
S1,ssvep-12Hz,ssvep,12,Cz,10,0.707581111229418
S1,ssvep-12Hz,ssvep,12,Cz,11,0.978601442021105
S1,ssvep-12Hz,ssvep,12,Cz,12,0.661350190441808
S1,ssvep-12Hz,ssvep,12,Cz,13,1.93684646761857
S1,ssvep-12Hz,ssvep,12,Cz,14,1.40411579197279
S1,ssvep-12Hz,ssvep,12,Cz,15,1.75603699974203
S1,ssvep-12Hz,ssvep,12,Cz,16,1.19539120957442
S1,ssvep-12Hz,ssvep,12,Cz,17,1.34131916297253
S1,ssvep-12Hz,ssvep,12,Cz,18,1.00608900488418
S1,ssvep-12Hz,ssvep,12,Cz,19,1.13425674853956
S1,ssvep-12Hz,ssvep,12,Cz,20,0.214152011317983
S1,ssvep-12Hz,ssvep,12,Cz,21,0.592871029653053
S1,ssvep-12Hz,ssvep,12,Cz,22,0.52834255231388
S1,ssvep-12Hz,ssvep,12,Cz,23,0.181812801145757
S1,ssvep-12Hz,ssvep,12,Cz,24,0.623574523870219
S1,ssvep-12Hz,ssvep,12,Cz,25,0.456001256943856
S1,ssvep-12Hz,ssvep,12,Cz,26,0.95558509597324
S1,ssvep-12Hz,ssvep,12,Cz,27,1.26472463293419
S1,ssvep-12Hz,ssvep,12,Cz,28,1.16619779382582
S1,ssvep-12Hz,ssvep,12,Cz,29,1.55141165337325
S1,ssvep-12Hz,ssvep,12,Cz,30,1.18620226701758
S1,ssvep-12Hz,ssvep,12,Cz,31,0.583751750139446
S1,ssvep-12Hz,ssvep,12,Cz,32,1.3555654869155
S1,ssvep-12Hz,ssvep,12,Cz,33,0.865839235581385
S1,ssvep-12Hz,ssvep,12,Cz,34,0.897762137383006
S1,ssvep-12Hz,ssvep,12,Cz,35,0.93797353420242
S1,ssvep-12Hz,ssvep,12,Cz,36,1.39792301388594
S1,ssvep-12Hz,ssvep,12,C4,1,0.819369135599418
S1,ssvep-12Hz,ssvep,12,C4,2,0.642427372063068
S1,ssvep-12Hz,ssvep,12,C4,3,0.913161958397521
S1,ssvep-12Hz,ssvep,12,C4,4,0.411361468795691
S1,ssvep-12Hz,ssvep,12,C4,5,0.913960573475876
S1,ssvep-12Hz,ssvep,12,C4,6,0.682324072170954
S1,ssvep-12Hz,ssvep,12,C4,7,0.412934012231923
S1,ssvep-12Hz,ssvep,12,C4,8,1.3232064257517
S1,ssvep-12Hz,ssvep,12,C4,9,0.710876709614032
S1,ssvep-12Hz,ssvep,12,C4,10,0.579924783931272
S1,ssvep-12Hz,ssvep,12,C4,11,0.270261650618872
S1,ssvep-12Hz,ssvep,12,C4,12,0.365404836959838
S1,ssvep-12Hz,ssvep,12,C4,13,1.37246711117034
S1,ssvep-12Hz,ssvep,12,C4,14,0.959647146515491
S1,ssvep-12Hz,ssvep,12,C4,15,0.980964270065844
S1,ssvep-12Hz,ssvep,12,C4,16,0.494579148525363
S1,ssvep-12Hz,ssvep,12,C4,17,0.9285829848498
S1,ssvep-12Hz,ssvep,12,C4,18,0.57825911549864
S1,ssvep-12Hz,ssvep,12,C4,19,0.802675284344819
S1,ssvep-12Hz,ssvep,12,C4,20,0.364182728904977
S1,ssvep-12Hz,ssvep,12,C4,21,0.468870791230886
S1,ssvep-12Hz,ssvep,12,C4,22,0.191985018496571
S1,ssvep-12Hz,ssvep,12,C4,23,0.444031333945188
S1,ssvep-12Hz,ssvep,12,C4,24,0.517586084458098
S1,ssvep-12Hz,ssvep,12,C4,25,0.382177439609332
S1,ssvep-12Hz,ssvep,12,C4,26,0.442304280488807
S1,ssvep-12Hz,ssvep,12,C4,27,0.821450108114726
S1,ssvep-12Hz,ssvep,12,C4,28,0.726282961359085
S1,ssvep-12Hz,ssvep,12,C4,29,1.12632683179668
S1,ssvep-12Hz,ssvep,12,C4,30,0.65573667233154
S1,ssvep-12Hz,ssvep,12,C4,31,0.676754453471028
S1,ssvep-12Hz,ssvep,12,C4,32,0.894868201827283
S1,ssvep-12Hz,ssvep,12,C4,33,0.602072284683431
S1,ssvep-12Hz,ssvep,12,C4,34,0.198767052222705
S1,ssvep-12Hz,ssvep,12,C4,35,0.661589420316404
S1,ssvep-12Hz,ssvep,12,C4,36,1.08597876528226
S1,ssvep-12Hz,ssvep,12,T8,1,0.420427079516459
S1,ssvep-12Hz,ssvep,12,T8,2,0.162558266359439
S1,ssvep-12Hz,ssvep,12,T8,3,0.197486774367535
S1,ssvep-12Hz,ssvep,12,T8,4,0.125691921566927
S1,ssvep-12Hz,ssvep,12,T8,5,0.360949769315895
S1,ssvep-12Hz,ssvep,12,T8,6,0.556050408762744
S1,ssvep-12Hz,ssvep,12,T8,7,0.294869719886147
S1,ssvep-12Hz,ssvep,12,T8,8,0.606036858566274
S1,ssvep-12Hz,ssvep,12,T8,9,0.170491075547184
S1,ssvep-12Hz,ssvep,12,T8,10,0.164218769974542
S1,ssvep-12Hz,ssvep,12,T8,11,0.297986184766744
S1,ssvep-12Hz,ssvep,12,T8,12,0.469175932817704
S1,ssvep-12Hz,ssvep,12,T8,13,0.601476412049517
S1,ssvep-12Hz,ssvep,12,T8,14,0.40952168336962
S1,ssvep-12Hz,ssvep,12,T8,15,0.518976122166698
S1,ssvep-12Hz,ssvep,12,T8,16,0.186107325310444
S1,ssvep-12Hz,ssvep,12,T8,17,0.280337290753735
S1,ssvep-12Hz,ssvep,12,T8,18,0.330016975876642
S1,ssvep-12Hz,ssvep,12,T8,19,0.304088166649159
S1,ssvep-12Hz,ssvep,12,T8,20,0.489787505167699
S1,ssvep-12Hz,ssvep,12,T8,21,0.196956425961338
S1,ssvep-12Hz,ssvep,12,T8,22,0.369862888922581
S1,ssvep-12Hz,ssvep,12,T8,23,0.286745138214381
S1,ssvep-12Hz,ssvep,12,T8,24,0.0822455473401944
S1,ssvep-12Hz,ssvep,12,T8,25,0.301396324454844
S1,ssvep-12Hz,ssvep,12,T8,26,0.297989423308341
S1,ssvep-12Hz,ssvep,12,T8,27,0.115992574688617
S1,ssvep-12Hz,ssvep,12,T8,28,0.171596570275586
S1,ssvep-12Hz,ssvep,12,T8,29,0.408500036910234
S1,ssvep-12Hz,ssvep,12,T8,30,0.0584900699196101
S1,ssvep-12Hz,ssvep,12,T8,31,0.243545318962991
S1,ssvep-12Hz,ssvep,12,T8,32,0.35847665004838
S1,ssvep-12Hz,ssvep,12,T8,33,0.247115461107187
S1,ssvep-12Hz,ssvep,12,T8,34,0.552075868749439
S1,ssvep-12Hz,ssvep,12,T8,35,0.128362909762893
S1,ssvep-12Hz,ssvep,12,T8,36,0.358912675580413
S1,ssvep-12Hz,ssvep,12,CP5,1,1.29814945329079
S1,ssvep-12Hz,ssvep,12,CP5,2,0.940583710779913
S1,ssvep-12Hz,ssvep,12,CP5,3,1.05509324570918
S1,ssvep-12Hz,ssvep,12,CP5,4,1.10163050080966
S1,ssvep-12Hz,ssvep,12,CP5,5,0.798564296565999
S1,ssvep-12Hz,ssvep,12,CP5,6,0.530027987676558
S1,ssvep-12Hz,ssvep,12,CP5,7,0.550079886651775
S1,ssvep-12Hz,ssvep,12,CP5,8,1.15094662254289
S1,ssvep-12Hz,ssvep,12,CP5,9,0.528389375643114
S1,ssvep-12Hz,ssvep,12,CP5,10,0.813851381887108
S1,ssvep-12Hz,ssvep,12,CP5,11,0.792210800537124
S1,ssvep-12Hz,ssvep,12,CP5,12,0.59921564201592
S1,ssvep-12Hz,ssvep,12,CP5,13,0.858697581795193
S1,ssvep-12Hz,ssvep,12,CP5,14,1.09194192726986
S1,ssvep-12Hz,ssvep,12,CP5,15,0.644736683118544
S1,ssvep-12Hz,ssvep,12,CP5,16,0.819768940392907
S1,ssvep-12Hz,ssvep,12,CP5,17,1.1191552071794
S1,ssvep-12Hz,ssvep,12,CP5,18,1.03189739280941
S1,ssvep-12Hz,ssvep,12,CP5,19,0.663250570966094
S1,ssvep-12Hz,ssvep,12,CP5,20,0.402456734551337
S1,ssvep-12Hz,ssvep,12,CP5,21,0.615694186615227
S1,ssvep-12Hz,ssvep,12,CP5,22,0.313007602175038
S1,ssvep-12Hz,ssvep,12,CP5,23,0.236674909099517
S1,ssvep-12Hz,ssvep,12,CP5,24,0.579470429250533
S1,ssvep-12Hz,ssvep,12,CP5,25,0.503017552533137
S1,ssvep-12Hz,ssvep,12,CP5,26,0.687671502135607
S1,ssvep-12Hz,ssvep,12,CP5,27,1.05339651033264
S1,ssvep-12Hz,ssvep,12,CP5,28,1.03045728642767
S1,ssvep-12Hz,ssvep,12,CP5,29,0.98934965477559
S1,ssvep-12Hz,ssvep,12,CP5,30,1.40472186636711
S1,ssvep-12Hz,ssvep,12,CP5,31,0.258887770270212
S1,ssvep-12Hz,ssvep,12,CP5,32,0.900451638133672
S1,ssvep-12Hz,ssvep,12,CP5,33,0.544735645515418
S1,ssvep-12Hz,ssvep,12,CP5,34,0.979061923049189
S1,ssvep-12Hz,ssvep,12,CP5,35,0.365672868853414
S1,ssvep-12Hz,ssvep,12,CP5,36,1.10020989827975
S1,ssvep-12Hz,ssvep,12,CP1,1,1.74345033650462
S1,ssvep-12Hz,ssvep,12,CP1,2,1.45294838160186
S1,ssvep-12Hz,ssvep,12,CP1,3,1.84569285775931
S1,ssvep-12Hz,ssvep,12,CP1,4,1.73807132915091
S1,ssvep-12Hz,ssvep,12,CP1,5,1.21791327049144
S1,ssvep-12Hz,ssvep,12,CP1,6,0.733673216380213
S1,ssvep-12Hz,ssvep,12,CP1,7,0.700864053504676
S1,ssvep-12Hz,ssvep,12,CP1,8,1.71048918144795
S1,ssvep-12Hz,ssvep,12,CP1,9,0.913265431514542
S1,ssvep-12Hz,ssvep,12,CP1,10,0.948559002601595
S1,ssvep-12Hz,ssvep,12,CP1,11,1.094248474402
S1,ssvep-12Hz,ssvep,12,CP1,12,0.348052592218639
S1,ssvep-12Hz,ssvep,12,CP1,13,1.76611515927023
S1,ssvep-12Hz,ssvep,12,CP1,14,1.44544371926404
S1,ssvep-12Hz,ssvep,12,CP1,15,1.21103171417169
S1,ssvep-12Hz,ssvep,12,CP1,16,1.33887245883435
S1,ssvep-12Hz,ssvep,12,CP1,17,1.76536164424375
S1,ssvep-12Hz,ssvep,12,CP1,18,1.6407558828939
S1,ssvep-12Hz,ssvep,12,CP1,19,1.19250714088828
S1,ssvep-12Hz,ssvep,12,CP1,20,0.320344663041651
S1,ssvep-12Hz,ssvep,12,CP1,21,0.739822519836009
S1,ssvep-12Hz,ssvep,12,CP1,22,0.771710269924941
